ID	BA_LONG_NAME	BA_TYPE	AREA_ID	AREA_TYPE	FIELD_NAME	WELL_NAME	UWI	TITLE	CREATOR_NAME	CREATE_DATE	MEDIA_TYPE	DOCUMENT_TYPE	ITEM_CATEGORY	ITEM_SUB_CATEGORY	PAGE_COUNT	REMARK	DATA_STORE_NAME	DATA_STORE_TYPE	SOURCE	QC_STATUS	CHECKED_BY_BA_ID
3802	PT Fake	UNIVERSITAS	2418	WILAYAH KERJA	Attaka	BN-4	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	PALEONTOLOGI	68.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	1762
3803	Example Co.	UNIT PELAKSANA	2884	WILAYAH KERJA	Sampang	BN-5	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	59.00000	-	-	ENVELOPE	-	TERVERIFIKASI	2351
3804	PT Fake	BADAN USAHA	545	WILAYAH KERJA	Arun	BN-2	-	Formation Evaluation and Petrophysical Analysis	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	61.00000	-	-	BOX	-	TERVERIFIKASI	9100
3805	Example Co.	BADAN USAHA	2117	WILAYAH KERJA	Duri	BN-2	-	Enhanced Oil Recovery (EOR) Techniques	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	32.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	8687
3806	Example Co.	UNIT PELAKSANA	4838	WILAYAH KERJA	Duri	BN-2	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PENGEBORAN	FORMATION INTEGRITY TEST (FIT)	94.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	7772
3807	PT Example	UNIT PELAKSANA	3303	WILAYAH KERJA	Sampang	BN-6	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	71.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	5721
3808	PT Fake	BENTUK USAHA TETAP	944	WILAYAH KERJA	Minas	BN-8	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	84.00000	-	-	ENVELOPE	-	TERVERIFIKASI	3187
3809	PT Example	UNIT PELAKSANA	3599	WILAYAH KERJA	Minas	BN-8	-	Production Optimization Strategies	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGEBORAN	BIT RECORD	94.00000	-	-	SHELF	-	TERVERIFIKASI	6614
3810	PT Fake	BADAN USAHA	2814	WILAYAH KERJA	Duri	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	79.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	4750
3811	PT Gas	BADAN USAHA	732	WILAYAH KERJA	Cepu	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PENGUJIAN SUMUR	LAPORAN/ANALISA PERCONTOH	95.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8024
3812	PT Gas	BENTUK USAHA TETAP	4084	WILAYAH KERJA	Attaka	BN-7	-	Well Testing and Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	45.00000	-	-	ENVELOPE	-	TERVERIFIKASI	1298
3813	PT Oil	UNIT PELAKSANA	865	WILAYAH KERJA	Mahakam	BN-6	-	Enhanced Oil Recovery (EOR) Techniques	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	PENGEBORAN	DAILY GEOLOGICAL REPORT	96.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	3864
3814	PT Example	UNIVERSITAS	4759	WILAYAH KERJA	Jambi-Merang	BN-2	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	87.00000	-	-	BOX	-	TERVERIFIKASI	2960
3815	PT Fake	UNIT PELAKSANA	519	WILAYAH KERJA	Minas	BN-1	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	LAPORAN/INTERPRETASI GEOLOGI	66.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	5773
3816	PT Example	UNIT PELAKSANA	3981	WILAYAH KERJA	Cepu	BN-1	-	Production Optimization Strategies	PT Gas	2024-03-08 00:00:00	KERTAS	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	32.00000	-	-	BOX	-	TERVERIFIKASI	1509
3817	PT Oil	BENTUK USAHA TETAP	237	WILAYAH KERJA	Tuban	BN-3	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PENGUJIAN SUMUR	UJI KANDUNGAN LAPISAN (UKL)	51.00000	-	-	RACK	-	TERVERIFIKASI	4051
3818	PT Fake	BADAN USAHA	2685	WILAYAH KERJA	Attaka	BN-2	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	3922
3819	PT Example	UNIVERSITAS	1429	WILAYAH KERJA	Arun	BN-5	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	79.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5220
3820	PT Fake	UNIT PELAKSANA	3940	WILAYAH KERJA	Attaka	BN-4	-	Reservoir Simulation and Forecasting	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN LAINYA	LAPORAN LAINYA	33.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	7521
3821	PT Oil	BADAN USAHA	1629	WILAYAH KERJA	Tuban	BN-7	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	HSSE	OPERATIONAL INCIDENT REPORT	67.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	3697
3822	PT Oil	BADAN USAHA	2394	WILAYAH KERJA	Mahakam	BN-5	-	Reservoir Management and Field Development Plans	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	KERJA ULANG	WORK OVER & WELL SERVICE	44.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	8941
3823	PT Oil	UNIT PELAKSANA	3861	WILAYAH KERJA	Rokan	BN-2	-	Reservoir Characterization and Modeling	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	LAPORAN LAINYA	LAPORAN LAINYA	48.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	5983
3824	PT Example	UNIT PELAKSANA	1748	WILAYAH KERJA	Duri	BN-4	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	FILM	KEUANGAN	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	67.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	9620
3825	PT Gas	UNIT PELAKSANA	1829	WILAYAH KERJA	Cepu	BN-6	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	SPECIAL CORE ANALYSIS	70.00000	-	-	RACK	-	TERVERIFIKASI	6143
3826	Example Co.	UNIVERSITAS	1920	WILAYAH KERJA	Sampang	BN-1	-	Reservoir Simulation and Forecasting	PT Example	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	56.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	6868
3827	Example Co.	BENTUK USAHA TETAP	3097	WILAYAH KERJA	Mahakam	BN-3	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	KERTAS	KEUANGAN	HSSE	HEALTH, SAFETY, ENVIRONMENT	38.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	2675
3828	PT Fake	BENTUK USAHA TETAP	3102	WILAYAH KERJA	Duri	BN-5	-	Formation Evaluation and Petrophysical Analysis	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	CORE PHOTOGRAPHY	60.00000	-	-	ENVELOPE	-	TERVERIFIKASI	3829
3829	PT Example	BADAN USAHA	4461	WILAYAH KERJA	Tuban	BN-1	-	Drilling and Completion Practices in Oil and Gas Wells	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	LAPORAN AKHIR	LAPORAN AKHIR SUMUR	64.00000	-	-	RACK	-	TERVERIFIKASI	7510
3830	PT Gas	UNIVERSITAS	3468	WILAYAH KERJA	Arun	BN-2	-	Petroleum Geology and Exploration Methods	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	ANALISA FORMASI	MASTER LOG	80.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	4045
3831	PT Fake	UNIVERSITAS	578	WILAYAH KERJA	Jambi-Merang	BN-3	-	Reservoir Management and Field Development Plans	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	75.00000	-	-	ENVELOPE	-	TERVERIFIKASI	1810
3832	PT Fake	BADAN USAHA	3923	WILAYAH KERJA	Sampang	BN-1	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	KERJA ULANG	STIMULASI SUMUR	48.00000	-	-	BOX	-	TERVERIFIKASI	1093
3833	PT Fake	BADAN USAHA	2934	WILAYAH KERJA	Cepu	BN-7	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	94.00000	-	-	SHELF	-	TERVERIFIKASI	1144
3834	Example Co.	BENTUK USAHA TETAP	3530	WILAYAH KERJA	Jambi-Merang	BN-5	-	Production Optimization Strategies	PT Fake	2024-03-08 00:00:00	KERTAS	KEUANGAN	KERJA ULANG	WORK OVER & WELL SERVICE	31.00000	-	-	ENVELOPE	-	TERVERIFIKASI	3828
3835	PT Fake	BADAN USAHA	4122	WILAYAH KERJA	Cepu	BN-3	-	Drilling and Completion Practices in Oil and Gas Wells	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN AKHIR	DATA & RIWAYAT SUMUR	30.00000	-	-	ENVELOPE	-	TERVERIFIKASI	5999
3836	PT Oil	UNIVERSITAS	1014	WILAYAH KERJA	Duri	BN-2	-	Reservoir Simulation and Forecasting	PT Oil	2024-03-08 00:00:00	FILM	KEUANGAN	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	75.00000	-	-	SHELF	-	TERVERIFIKASI	7977
3837	PT Gas	BADAN USAHA	2279	WILAYAH KERJA	Mahakam	BN-5	-	Drilling and Completion Practices in Oil and Gas Wells	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	LAPORAN AKHIR	ABANDONED AND PLUG	77.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	1276
3838	PT Fake	UNIVERSITAS	3959	WILAYAH KERJA	Rokan	BN-7	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	KERTAS	KEUANGAN	HSSE	OPERATIONAL INCIDENT REPORT	43.00000	-	-	BOX	-	TERVERIFIKASI	1549
3839	Example Co.	BADAN USAHA	1581	WILAYAH KERJA	Duri	BN-5	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	33.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	4925
3840	PT Gas	UNIT PELAKSANA	4650	WILAYAH KERJA	Cepu	BN-2	-	Production Optimization Strategies	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	69.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	9153
3841	PT Fake	BADAN USAHA	3273	WILAYAH KERJA	Tuban	BN-5	-	Petroleum Geology and Exploration Methods	Example Co.	2024-03-08 00:00:00	KERTAS	KEUANGAN	PENGEBORAN	BIT RECORD	46.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7956
3842	Example Co.	UNIVERSITAS	472	WILAYAH KERJA	Sampang	BN-2	-	Fluid Flow Analysis in Petroleum Systems	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	ASPEK KEGEOLOGIAN	CORE PHOTOGRAPHY	91.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	8403
3843	PT Fake	BADAN USAHA	2024	WILAYAH KERJA	Attaka	BN-7	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	ASPEK KEGEOLOGIAN	ROUTINE CORE ANALYSIS	42.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	4465
3844	Example Co.	BENTUK USAHA TETAP	1933	WILAYAH KERJA	Cepu	BN-2	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	LAPORAN LAINYA	LAPORAN LAINYA	42.00000	-	-	RACK	-	TERVERIFIKASI	8518
3845	PT Example	UNIVERSITAS	3695	WILAYAH KERJA	Arun	BN-2	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	25.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	8245
3846	PT Example	UNIVERSITAS	3059	WILAYAH KERJA	Sampang	BN-5	-	Formation Evaluation and Petrophysical Analysis	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	ANALISA FORMASI	EVALUASI FORMASI	72.00000	-	-	BOX	-	TERVERIFIKASI	1137
3847	PT Fake	BENTUK USAHA TETAP	2353	WILAYAH KERJA	Sampang	BN-5	-	Formation Evaluation and Petrophysical Analysis	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	EKSPLORASI & AKUISISI	DATA EKSPLORASI	50.00000	-	-	BOX	-	TERVERIFIKASI	5140
3848	PT Oil	BADAN USAHA	2530	WILAYAH KERJA	Rokan	BN-2	-	Reservoir Simulation and Forecasting	Example Co.	2024-03-08 00:00:00	TRANSLUCENT	KEUANGAN	PERSIAPAN PEMBORAN	PLAN OF DEVELOPMENT/POD	58.00000	-	-	SHELF	-	TERVERIFIKASI	3901
3849	PT Gas	BADAN USAHA	4927	WILAYAH KERJA	Minas	BN-6	-	Reservoir Management and Field Development Plans	Example Co.	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	ANALISA FORMASI	MASTER LOG	27.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	8886
3850	PT Fake	BADAN USAHA	3107	WILAYAH KERJA	Attaka	BN-5	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	90.00000	-	-	RACK	-	TERVERIFIKASI	3161
3851	PT Gas	UNIVERSITAS	3200	WILAYAH KERJA	Attaka	BN-8	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	KERTAS	KEUANGAN	PRODUKSI	INJEKSI	29.00000	-	-	SHELF	-	TERVERIFIKASI	2518
3852	PT Example	BENTUK USAHA TETAP	3930	WILAYAH KERJA	Duri	BN-5	-	Reservoir Management and Field Development Plans	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	PERSIAPAN PEMBORAN	KONTRAK JASA & PERALATAN PENUNJANG	68.00000	-	-	RACK	-	TERVERIFIKASI	2940
3853	PT Fake	BADAN USAHA	4433	WILAYAH KERJA	Tuban	BN-3	-	Reservoir Simulation and Forecasting	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN SUMUR	PENGEBORAN	DAILY OPERATIONAL REPORT	53.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	9633
3854	PT Example	BENTUK USAHA TETAP	4523	WILAYAH KERJA	Cepu	BN-1	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	71.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	1819
3855	PT Oil	BADAN USAHA	1353	WILAYAH KERJA	Minas	BN-5	-	Reservoir Simulation and Forecasting	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PLAN OF FURTHER DEVELOPMENT/POFD	73.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	6015
3856	PT Gas	UNIT PELAKSANA	4234	WILAYAH KERJA	Mahakam	BN-8	-	Petroleum Geology and Exploration Methods	PT Oil	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGEBORAN	FORMATION INTEGRITY TEST (FIT)	95.00000	-	-	SHELF	-	TERVERIFIKASI	9633
3857	PT Gas	UNIVERSITAS	4428	WILAYAH KERJA	Rokan	BN-3	-	Fluid Flow Analysis in Petroleum Systems	PT Example	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	55.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	2238
3858	PT Example	UNIT PELAKSANA	347	WILAYAH KERJA	Tuban	BN-1	-	Reservoir Management and Field Development Plans	PT Fake	2024-03-08 00:00:00	FILM	KEUANGAN	PENGUJIAN SUMUR	ANALISA PVT	53.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	3279
3859	PT Example	UNIT PELAKSANA	3862	WILAYAH KERJA	Minas	BN-8	-	Fluid Flow Analysis in Petroleum Systems	Example Co.	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	ANALISA FORMASI	MASTER LOG	94.00000	-	-	ENVELOPE	-	TERVERIFIKASI	4160
3860	PT Oil	UNIVERSITAS	1490	WILAYAH KERJA	Tuban	BN-6	-	Formation Evaluation and Petrophysical Analysis	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	DATA EKSPLORASI	98.00000	-	-	ENVELOPE	-	TERVERIFIKASI	6433
3861	Example Co.	BENTUK USAHA TETAP	4748	WILAYAH KERJA	Jambi-Merang	BN-4	-	Petroleum Geology and Exploration Methods	PT Gas	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SEISMIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	85.00000	-	-	ENVELOPE	-	TERVERIFIKASI	8861
3862	PT Fake	UNIVERSITAS	500	WILAYAH KERJA	Sampang	BN-1	-	Enhanced Oil Recovery (EOR) Techniques	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN TEKNIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	35.00000	-	-	RACK	-	TERVERIFIKASI	1395
3863	PT Gas	BADAN USAHA	1617	WILAYAH KERJA	Minas	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PEMBEBASAN LAHAN	84.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	ENVELOPE	-	TERVERIFIKASI	5979
3864	PT Example	BENTUK USAHA TETAP	2859	WILAYAH KERJA	Duri	BN-5	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	LAPORAN AKHIR	ABANDONED AND PLUG	74.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	2621
3865	Example Co.	BENTUK USAHA TETAP	4140	WILAYAH KERJA	Cepu	BN-4	-	Reservoir Characterization and Modeling	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	LAPORAN LAINYA	LAPORAN LAINYA	74.00000	-	-	SHELF	-	TERVERIFIKASI	1072
3866	Example Co.	UNIT PELAKSANA	1959	WILAYAH KERJA	Jambi-Merang	BN-3	-	Fluid Flow Analysis in Petroleum Systems	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	PENGEBORAN	LUMPUR DAN MATERIAL	65.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	2796
3867	PT Example	BENTUK USAHA TETAP	506	WILAYAH KERJA	Duri	BN-8	-	Drilling and Completion Practices in Oil and Gas Wells	PT Oil	2024-03-08 00:00:00	FILM	LAPORAN TEKNIK	EKSPLORASI & AKUISISI	TIME TO DEPTH RELATION REPORT/VSP	67.00000	-	-	BOX	-	TERVERIFIKASI	3914
3868	PT Gas	BENTUK USAHA TETAP	4537	WILAYAH KERJA	Mahakam	BN-6	-	Reservoir Management and Field Development Plans	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGUJIAN SUMUR	LAPORAN/ANALISA TEKANAN	47.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	BOX	-	TERVERIFIKASI	1933
3869	PT Fake	UNIT PELAKSANA	289	WILAYAH KERJA	Mahakam	BN-2	-	Fluid Flow Analysis in Petroleum Systems	PT Fake	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	LAPORAN LAINYA	LAPORAN LAINYA	90.00000	-	-	SHELF	-	TERVERIFIKASI	9067
3870	PT Fake	UNIT PELAKSANA	3685	WILAYAH KERJA	Arun	BN-1	-	Reservoir Simulation and Forecasting	PT Gas	2024-03-08 00:00:00	KERTAS	LAPORAN SEISMIK	HSSE	HEALTH, SAFETY, ENVIRONMENT	67.00000	-	-	BOX	-	TERVERIFIKASI	9287
3871	Example Co.	UNIT PELAKSANA	1632	WILAYAH KERJA	Duri	BN-3	-	Petroleum Geology and Exploration Methods	PT Example	2024-03-08 00:00:00	TRANSLUCENT	LAPORAN SUMUR	PENGUJIAN SUMUR	ANALISA PVT	61.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	RACK	-	TERVERIFIKASI	2519
3872	PT Example	BADAN USAHA	1690	WILAYAH KERJA	Jambi-Merang	BN-3	-	Production Optimization Strategies	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SUMUR	ASPEK KEGEOLOGIAN	SPECIAL CORE ANALYSIS	74.00000	LAPORAN BERISI 2 LAMPIRAN:1. SEISMIC CORRECTION SHEET, 2. SONIC CALIBRATION SHEET	-	SHELF	-	TERVERIFIKASI	9904
3873	Example Co.	UNIT PELAKSANA	4364	WILAYAH KERJA	Duri	BN-4	-	Enhanced Oil Recovery (EOR) Techniques	PT Fake	2024-03-08 00:00:00	FILM	LAPORAN SEISMIK	PERSIAPAN PEMBORAN	PERSIAPAN PONDASI LOKASI SUMUR	63.00000	-	-	ENVELOPE	-	TERVERIFIKASI	7722
